event_id,event_type,occurred_at,order_id,fulfilment_unit_id,delivery_id,store_id,rider_id,reason
EVT-0000045,PICKING_COMPLETED,2026-08-15 18:19:19,ORD-000006,FU-000005,,STR-009,,
EVT-0000686,DELIVERED,2026-08-15 18:19:25,ORD-000070,FU-000066,DEL-000060,STR-005,RID-000040,
EVT-0000344,ORDER_CREATED,2026-08-15 18:19:40,ORD-000034,,,,,
EVT-0000046,PACKING_STARTED,2026-08-15 18:19:58,ORD-000006,FU-000005,,STR-009,,
EVT-0000345,PAYMENT_SUCCESS,2026-08-15 18:20:25,ORD-000034,,,,,
EVT-0000269,ORDER_CREATED,2026-08-15 18:20:36,ORD-000028,,,,,
EVT-0000500,RIDER_ARRIVED_AT_STORE,2026-08-15 18:21:00,ORD-000052,FU-000049,DEL-000045,STR-019,RID-000018,
EVT-0000346,STORE_ASSIGNED,2026-08-15 18:21:01,ORD-000034,FU-000035,,STR-010,,
EVT-0000270,PAYMENT_SUCCESS,2026-08-15 18:21:14,ORD-000028,,,,,
EVT-0000271,STORE_ASSIGNED,2026-08-15 18:22:44,ORD-000028,FU-000028,,STR-001,,
EVT-0000281,STORE_ASSIGNED,2026-08-15 18:22:44,ORD-000028,FU-000029,,STR-015,,
EVT-0000347,PICKING_STARTED,2026-08-15 18:22:53,ORD-000034,FU-000035,,STR-010,,
EVT-0000047,PACKING_COMPLETED,2026-08-15 18:23:24,ORD-000006,FU-000005,,STR-009,,
EVT-0000496,PICKING_COMPLETED,2026-08-15 18:23:28,ORD-000052,FU-000049,,STR-019,,
EVT-0000272,PICKING_STARTED,2026-08-15 18:23:49,ORD-000028,FU-000028,,STR-001,,
EVT-0000497,PACKING_STARTED,2026-08-15 18:23:57,ORD-000052,FU-000049,,STR-019,,
EVT-0000282,PICKING_STARTED,2026-08-15 18:24:20,ORD-000028,FU-000029,,STR-015,,
EVT-0000696,DELIVERED,2026-08-15 18:24:54,ORD-000070,FU-000067,DEL-000061,STR-008,RID-000016,
EVT-0000351,RIDER_ASSIGNED,2026-08-15 18:25:00,ORD-000034,FU-000035,DEL-000031,STR-010,RID-000047,
EVT-0000498,PACKING_COMPLETED,2026-08-15 18:26:17,ORD-000052,FU-000049,,STR-019,,
EVT-0000501,PICKED_UP,2026-08-15 18:26:33,ORD-000052,FU-000049,DEL-000045,STR-019,RID-000018,
EVT-0000276,RIDER_ASSIGNED,2026-08-15 18:27:00,ORD-000028,FU-000028,DEL-000024,STR-001,RID-000011,
EVT-0000502,DELIVERY_STARTED,2026-08-15 18:27:15,ORD-000052,FU-000049,DEL-000045,STR-019,RID-000018,
EVT-0000277,RIDER_ARRIVED_AT_STORE,2026-08-15 18:28:00,ORD-000028,FU-000028,DEL-000024,STR-001,RID-000011,
EVT-0000286,RIDER_ASSIGNED,2026-08-15 18:28:00,ORD-000028,FU-000029,DEL-000025,STR-015,RID-000004,
EVT-0000862,ORDER_CREATED,2026-08-15 18:28:48,ORD-000085,,,,,
EVT-0000287,RIDER_ARRIVED_AT_STORE,2026-08-15 18:29:00,ORD-000028,FU-000029,DEL-000025,STR-015,RID-000004,
EVT-0000352,RIDER_ARRIVED_AT_STORE,2026-08-15 18:29:00,ORD-000034,FU-000035,DEL-000031,STR-010,RID-000047,
EVT-0000863,PAYMENT_SUCCESS,2026-08-15 18:29:05,ORD-000085,,,,,
EVT-0000283,PICKING_COMPLETED,2026-08-15 18:29:24,ORD-000028,FU-000029,,STR-015,,
EVT-0000284,PACKING_STARTED,2026-08-15 18:29:46,ORD-000028,FU-000029,,STR-015,,
EVT-0000273,PICKING_COMPLETED,2026-08-15 18:29:55,ORD-000028,FU-000028,,STR-001,,
EVT-0000864,STORE_ASSIGNED,2026-08-15 18:30:25,ORD-000085,FU-000083,,STR-014,,
EVT-0000348,PICKING_COMPLETED,2026-08-15 18:30:31,ORD-000034,FU-000035,,STR-010,,
EVT-0000274,PACKING_STARTED,2026-08-15 18:30:35,ORD-000028,FU-000028,,STR-001,,
EVT-0000349,PACKING_STARTED,2026-08-15 18:31:02,ORD-000034,FU-000035,,STR-010,,
EVT-0000350,PACKING_COMPLETED,2026-08-15 18:32:25,ORD-000034,FU-000035,,STR-010,,
EVT-0000865,FULFILMENT_CANCELLED,2026-08-15 18:32:25,ORD-000085,FU-000083,,STR-014,,CUSTOMER_REQUEST
EVT-0000275,PACKING_COMPLETED,2026-08-15 18:32:35,ORD-000028,FU-000028,,STR-001,,
EVT-0000278,PICKED_UP,2026-08-15 18:32:53,ORD-000028,FU-000028,DEL-000024,STR-001,RID-000011,
EVT-0000285,PACKING_COMPLETED,2026-08-15 18:33:06,ORD-000028,FU-000029,,STR-015,,
EVT-0000279,DELIVERY_STARTED,2026-08-15 18:33:10,ORD-000028,FU-000028,DEL-000024,STR-001,RID-000011,
EVT-0000353,PICKED_UP,2026-08-15 18:33:19,ORD-000034,FU-000035,DEL-000031,STR-010,RID-000047,
EVT-0000288,PICKED_UP,2026-08-15 18:33:45,ORD-000028,FU-000029,DEL-000025,STR-015,RID-000004,
EVT-0000354,DELIVERY_STARTED,2026-08-15 18:34:28,ORD-000034,FU-000035,DEL-000031,STR-010,RID-000047,
EVT-0000289,DELIVERY_STARTED,2026-08-15 18:34:29,ORD-000028,FU-000029,DEL-000025,STR-015,RID-000004,
EVT-0000290,DELIVERED,2026-08-15 18:37:37,ORD-000028,FU-000029,DEL-000025,STR-015,RID-000004,
EVT-0000355,DELIVERED,2026-08-15 18:37:42,ORD-000034,FU-000035,DEL-000031,STR-010,RID-000047,
EVT-0000280,DELIVERED,2026-08-15 18:40:15,ORD-000028,FU-000028,DEL-000024,STR-001,RID-000011,
EVT-0000503,DELIVERED,2026-08-15 18:40:44,ORD-000052,FU-000049,DEL-000045,STR-019,RID-000018,
EVT-0000527,ORDER_CREATED,2026-08-15 18:44:50,ORD-000056,,,,,
EVT-0000528,PAYMENT_SUCCESS,2026-08-15 18:45:33,ORD-000056,,,,,
EVT-0000529,STORE_ASSIGNED,2026-08-15 18:46:05,ORD-000056,FU-000053,,STR-019,,
EVT-0000530,PICKING_STARTED,2026-08-15 18:47:55,ORD-000056,FU-000053,,STR-019,,
EVT-0000534,RIDER_ASSIGNED,2026-08-15 18:49:00,ORD-000056,FU-000053,DEL-000048,STR-019,RID-000024,
EVT-0000504,ORDER_CREATED,2026-08-15 18:50:38,ORD-000053,,,,,
EVT-0000505,PAYMENT_SUCCESS,2026-08-15 18:51:10,ORD-000053,,,,,
EVT-0000531,PICKING_COMPLETED,2026-08-15 18:52:19,ORD-000056,FU-000053,,STR-019,,
EVT-0000506,STORE_ASSIGNED,2026-08-15 18:52:52,ORD-000053,FU-000050,,STR-006,,
EVT-0000532,PACKING_STARTED,2026-08-15 18:53:01,ORD-000056,FU-000053,,STR-019,,
EVT-0000535,RIDER_ARRIVED_AT_STORE,2026-08-15 18:54:00,ORD-000056,FU-000053,DEL-000048,STR-019,RID-000024,
EVT-0000507,PICKING_STARTED,2026-08-15 18:55:18,ORD-000053,FU-000050,,STR-006,,
EVT-0000533,PACKING_COMPLETED,2026-08-15 18:55:20,ORD-000056,FU-000053,,STR-019,,
EVT-0000511,RIDER_ASSIGNED,2026-08-15 18:56:00,ORD-000053,FU-000050,DEL-000046,STR-006,RID-000009,
EVT-0000536,PICKED_UP,2026-08-15 18:56:08,ORD-000056,FU-000053,DEL-000048,STR-019,RID-000024,
EVT-0000537,DELIVERY_STARTED,2026-08-15 18:56:34,ORD-000056,FU-000053,DEL-000048,STR-019,RID-000024,
EVT-0000508,PICKING_COMPLETED,2026-08-15 18:59:04,ORD-000053,FU-000050,,STR-006,,
EVT-0000509,PACKING_STARTED,2026-08-15 18:59:25,ORD-000053,FU-000050,,STR-006,,
EVT-0000512,RIDER_ARRIVED_AT_STORE,2026-08-15 19:01:00,ORD-000053,FU-000050,DEL-000046,STR-006,RID-000009,
EVT-0000510,PACKING_COMPLETED,2026-08-15 19:02:42,ORD-000053,FU-000050,,STR-006,,
EVT-0000513,PICKED_UP,2026-08-15 19:02:58,ORD-000053,FU-000050,DEL-000046,STR-006,RID-000009,
EVT-0000538,DELIVERED,2026-08-15 19:03:20,ORD-000056,FU-000053,DEL-000048,STR-019,RID-000024,
EVT-0000514,DELIVERY_STARTED,2026-08-15 19:03:29,ORD-000053,FU-000050,DEL-000046,STR-006,RID-000009,
EVT-0000539,ORDER_CREATED,2026-08-15 19:05:04,ORD-000057,,,,,
EVT-0000540,PAYMENT_SUCCESS,2026-08-15 19:05:15,ORD-000057,,,,,
EVT-0000541,STORE_ASSIGNED,2026-08-15 19:06:59,ORD-000057,FU-000054,,STR-001,,
EVT-0000515,DELIVERED,2026-08-15 19:09:11,ORD-000053,FU-000050,DEL-000046,STR-006,RID-000009,
EVT-0000542,PICKING_STARTED,2026-08-15 19:09:16,ORD-000057,FU-000054,,STR-001,,
EVT-0000546,RIDER_ASSIGNED,2026-08-15 19:13:00,ORD-000057,FU-000054,DEL-000049,STR-001,RID-000025,
EVT-0000547,RIDER_ARRIVED_AT_STORE,2026-08-15 19:16:00,ORD-000057,FU-000054,DEL-000049,STR-001,RID-000025,
EVT-0000543,PICKING_COMPLETED,2026-08-15 19:17:09,ORD-000057,FU-000054,,STR-001,,
EVT-0000544,PACKING_STARTED,2026-08-15 19:17:41,ORD-000057,FU-000054,,STR-001,,
EVT-0000545,PACKING_COMPLETED,2026-08-15 19:20:02,ORD-000057,FU-000054,,STR-001,,
EVT-0000548,PICKED_UP,2026-08-15 19:20:20,ORD-000057,FU-000054,DEL-000049,STR-001,RID-000025,
EVT-0000549,DELIVERY_STARTED,2026-08-15 19:21:16,ORD-000057,FU-000054,DEL-000049,STR-001,RID-000025,
EVT-0000810,ORDER_CREATED,2026-08-15 19:26:29,ORD-000080,,,,,
EVT-0000811,PAYMENT_SUCCESS,2026-08-15 19:27:03,ORD-000080,,,,,
EVT-0000812,STORE_ASSIGNED,2026-08-15 19:28:53,ORD-000080,FU-000078,,STR-003,,
EVT-0000550,DELIVERED,2026-08-15 19:29:43,ORD-000057,FU-000054,DEL-000049,STR-001,RID-000025,
EVT-0000838,ORDER_CREATED,2026-08-15 19:30:04,ORD-000083,,,,,
EVT-0000839,PAYMENT_SUCCESS,2026-08-15 19:30:30,ORD-000083,,,,,
EVT-0000813,PICKING_STARTED,2026-08-15 19:30:44,ORD-000080,FU-000078,,STR-003,,
EVT-0000840,STORE_ASSIGNED,2026-08-15 19:31:30,ORD-000083,FU-000081,,STR-007,,
EVT-0000841,PICKING_STARTED,2026-08-15 19:33:01,ORD-000083,FU-000081,,STR-007,,
EVT-0000814,PICKING_COMPLETED,2026-08-15 19:33:23,ORD-000080,FU-000078,,STR-003,,
EVT-0000815,PACKING_STARTED,2026-08-15 19:33:40,ORD-000080,FU-000078,,STR-003,,
EVT-0000817,RIDER_ASSIGNED,2026-08-15 19:35:00,ORD-000080,FU-000078,DEL-000072,STR-003,RID-000044,
EVT-0000097,ORDER_CREATED,2026-08-15 19:35:56,ORD-000012,,,,,
EVT-0000818,RIDER_ARRIVED_AT_STORE,2026-08-15 19:36:00,ORD-000080,FU-000078,DEL-000072,STR-003,RID-000044,
EVT-0000098,PAYMENT_SUCCESS,2026-08-15 19:36:25,ORD-000012,,,,,
EVT-0000816,PACKING_COMPLETED,2026-08-15 19:36:40,ORD-000080,FU-000078,,STR-003,,
EVT-0000845,RIDER_ASSIGNED,2026-08-15 19:37:00,ORD-000083,FU-000081,DEL-000074,STR-007,RID-000047,
EVT-0000819,PICKED_UP,2026-08-15 19:37:31,ORD-000080,FU-000078,DEL-000072,STR-003,RID-000044,
EVT-0000099,STORE_ASSIGNED,2026-08-15 19:37:38,ORD-000012,FU-000012,,STR-016,,
EVT-0000820,DELIVERY_STARTED,2026-08-15 19:38:07,ORD-000080,FU-000078,DEL-000072,STR-003,RID-000044,
EVT-0000100,PICKING_STARTED,2026-08-15 19:38:55,ORD-000012,FU-000012,,STR-016,,
EVT-0000842,PICKING_COMPLETED,2026-08-15 19:39:21,ORD-000083,FU-000081,,STR-007,,
EVT-0000843,PACKING_STARTED,2026-08-15 19:39:57,ORD-000083,FU-000081,,STR-007,,
EVT-0000844,PACKING_COMPLETED,2026-08-15 19:41:05,ORD-000083,FU-000081,,STR-007,,
EVT-0000104,RIDER_ASSIGNED,2026-08-15 19:42:00,ORD-000012,FU-000012,DEL-000009,STR-016,RID-000030,
EVT-0000846,RIDER_ARRIVED_AT_STORE,2026-08-15 19:42:00,ORD-000083,FU-000081,DEL-000074,STR-007,RID-000047,
EVT-0000847,PICKED_UP,2026-08-15 19:42:42,ORD-000083,FU-000081,DEL-000074,STR-007,RID-000047,
EVT-0000798,ORDER_CREATED,2026-08-15 19:43:52,ORD-000079,,,,,
EVT-0000848,DELIVERY_STARTED,2026-08-15 19:44:02,ORD-000083,FU-000081,DEL-000074,STR-007,RID-000047,
EVT-0000799,PAYMENT_SUCCESS,2026-08-15 19:44:26,ORD-000079,,,,,
EVT-0000105,RIDER_ARRIVED_AT_STORE,2026-08-15 19:45:00,ORD-000012,FU-000012,DEL-000009,STR-016,RID-000030,
EVT-0000800,STORE_ASSIGNED,2026-08-15 19:46:21,ORD-000079,FU-000077,,STR-014,,
EVT-0000821,DELIVERED,2026-08-15 19:46:24,ORD-000080,FU-000078,DEL-000072,STR-003,RID-000044,
EVT-0000101,PICKING_COMPLETED,2026-08-15 19:46:45,ORD-000012,FU-000012,,STR-016,,
EVT-0000102,PACKING_STARTED,2026-08-15 19:47:22,ORD-000012,FU-000012,,STR-016,,
EVT-0000801,PICKING_STARTED,2026-08-15 19:47:35,ORD-000079,FU-000077,,STR-014,,
EVT-0000103,PACKING_COMPLETED,2026-08-15 19:48:37,ORD-000012,FU-000012,,STR-016,,
EVT-0000106,PICKED_UP,2026-08-15 19:49:05,ORD-000012,FU-000012,DEL-000009,STR-016,RID-000030,
EVT-0000107,DELIVERY_STARTED,2026-08-15 19:49:34,ORD-000012,FU-000012,DEL-000009,STR-016,RID-000030,
EVT-0000805,RIDER_ASSIGNED,2026-08-15 19:50:00,ORD-000079,FU-000077,DEL-000071,STR-014,RID-000024,
EVT-0000849,DELIVERED,2026-08-15 19:51:16,ORD-000083,FU-000081,DEL-000074,STR-007,RID-000047,
EVT-0000423,ORDER_CREATED,2026-08-15 19:51:59,ORD-000043,,,,,
EVT-0000424,PAYMENT_SUCCESS,2026-08-15 19:52:08,ORD-000043,,,,,
EVT-0000745,ORDER_CREATED,2026-08-15 19:52:13,ORD-000075,,,,,
EVT-0000108,DELIVERED,2026-08-15 19:52:45,ORD-000012,FU-000012,DEL-000009,STR-016,RID-000030,
EVT-0000746,PAYMENT_SUCCESS,2026-08-15 19:52:49,ORD-000075,,,,,
EVT-0000802,PICKING_COMPLETED,2026-08-15 19:52:59,ORD-000079,FU-000077,,STR-014,,
EVT-0000425,STORE_ASSIGNED,2026-08-15 19:53:28,ORD-000043,FU-000042,,STR-014,,
EVT-0000803,PACKING_STARTED,2026-08-15 19:53:31,ORD-000079,FU-000077,,STR-014,,
EVT-0000747,STORE_ASSIGNED,2026-08-15 19:54:26,ORD-000075,FU-000072,,STR-013,,
EVT-0000804,PACKING_COMPLETED,2026-08-15 19:55:00,ORD-000079,FU-000077,,STR-014,,
EVT-0000806,RIDER_ARRIVED_AT_STORE,2026-08-15 19:55:00,ORD-000079,FU-000077,DEL-000071,STR-014,RID-000024,
EVT-0000426,PICKING_STARTED,2026-08-15 19:55:24,ORD-000043,FU-000042,,STR-014,,
EVT-0000807,PICKED_UP,2026-08-15 19:55:27,ORD-000079,FU-000077,DEL-000071,STR-014,RID-000024,
EVT-0000748,PICKING_STARTED,2026-08-15 19:55:39,ORD-000075,FU-000072,,STR-013,,
EVT-0000808,DELIVERY_STARTED,2026-08-15 19:56:26,ORD-000079,FU-000077,DEL-000071,STR-014,RID-000024,
EVT-0000752,RIDER_ASSIGNED,2026-08-15 19:57:00,ORD-000075,FU-000072,DEL-000066,STR-013,RID-000049,
EVT-0000753,RIDER_ARRIVED_AT_STORE,2026-08-15 20:00:00,ORD-000075,FU-000072,DEL-000066,STR-013,RID-000049,
EVT-0000121,ORDER_CREATED,2026-08-15 20:00:12,ORD-000015,,,,,
EVT-0000427,PICKING_COMPLETED,2026-08-15 20:00:32,ORD-000043,FU-000042,,STR-014,,
EVT-0000122,PAYMENT_SUCCESS,2026-08-15 20:00:38,ORD-000015,,,,,
EVT-0000428,PACKING_STARTED,2026-08-15 20:01:16,ORD-000043,FU-000042,,STR-014,,
EVT-0000123,STORE_ASSIGNED,2026-08-15 20:02:27,ORD-000015,FU-000014,,STR-016,,
EVT-0000133,STORE_ASSIGNED,2026-08-15 20:02:27,ORD-000015,FU-000015,,STR-010,,
EVT-0000749,PICKING_COMPLETED,2026-08-15 20:03:26,ORD-000075,FU-000072,,STR-013,,
EVT-0000750,PACKING_STARTED,2026-08-15 20:03:44,ORD-000075,FU-000072,,STR-013,,
EVT-0000124,PICKING_STARTED,2026-08-15 20:04:15,ORD-000015,FU-000014,,STR-016,,
EVT-0000134,PICKING_STARTED,2026-08-15 20:04:21,ORD-000015,FU-000015,,STR-010,,
EVT-0000429,PACKING_COMPLETED,2026-08-15 20:04:41,ORD-000043,FU-000042,,STR-014,,
EVT-0000128,RIDER_ASSIGNED,2026-08-15 20:05:00,ORD-000015,FU-000014,DEL-000011,STR-016,RID-000028,
EVT-0000809,DELIVERED,2026-08-15 20:05:06,ORD-000079,FU-000077,DEL-000071,STR-014,RID-000024,
EVT-0000138,RIDER_ASSIGNED,2026-08-15 20:06:00,ORD-000015,FU-000015,DEL-000012,STR-010,RID-000016,
EVT-0000751,PACKING_COMPLETED,2026-08-15 20:06:49,ORD-000075,FU-000072,,STR-013,,
EVT-0000754,PICKED_UP,2026-08-15 20:07:44,ORD-000075,FU-000072,DEL-000066,STR-013,RID-000049,
EVT-0000139,RIDER_ARRIVED_AT_STORE,2026-08-15 20:08:00,ORD-000015,FU-000015,DEL-000012,STR-010,RID-000016,
EVT-0000125,PICKING_COMPLETED,2026-08-15 20:08:02,ORD-000015,FU-000014,,STR-016,,
EVT-0000135,PICKING_COMPLETED,2026-08-15 20:08:06,ORD-000015,FU-000015,,STR-010,,
EVT-0000136,PACKING_STARTED,2026-08-15 20:08:40,ORD-000015,FU-000015,,STR-010,,
EVT-0000126,PACKING_STARTED,2026-08-15 20:08:43,ORD-000015,FU-000014,,STR-016,,
EVT-0000755,DELIVERY_STARTED,2026-08-15 20:08:47,ORD-000075,FU-000072,DEL-000066,STR-013,RID-000049,
EVT-0000129,RIDER_ARRIVED_AT_STORE,2026-08-15 20:10:00,ORD-000015,FU-000014,DEL-000011,STR-016,RID-000028,
EVT-0000137,PACKING_COMPLETED,2026-08-15 20:10:42,ORD-000015,FU-000015,,STR-010,,
EVT-0000140,PICKED_UP,2026-08-15 20:11:10,ORD-000015,FU-000015,DEL-000012,STR-010,RID-000016,
EVT-0000127,PACKING_COMPLETED,2026-08-15 20:11:51,ORD-000015,FU-000014,,STR-016,,
EVT-0000141,DELIVERY_STARTED,2026-08-15 20:12:18,ORD-000015,FU-000015,DEL-000012,STR-010,RID-000016,
EVT-0000130,PICKED_UP,2026-08-15 20:12:41,ORD-000015,FU-000014,DEL-000011,STR-016,RID-000028,
EVT-0000131,DELIVERY_STARTED,2026-08-15 20:14:02,ORD-000015,FU-000014,DEL-000011,STR-016,RID-000028,
EVT-0000142,DELIVERED,2026-08-15 20:15:38,ORD-000015,FU-000015,DEL-000012,STR-010,RID-000016,
EVT-0000756,DELIVERED,2026-08-15 20:16:46,ORD-000075,FU-000072,DEL-000066,STR-013,RID-000049,
EVT-0000147,ORDER_CREATED,2026-08-15 20:17:41,ORD-000017,,,,,
EVT-0000148,PAYMENT_SUCCESS,2026-08-15 20:18:02,ORD-000017,,,,,
EVT-0000149,STORE_ASSIGNED,2026-08-15 20:19:52,ORD-000017,FU-000017,,STR-019,,
EVT-0000150,PICKING_STARTED,2026-08-15 20:22:31,ORD-000017,FU-000017,,STR-019,,
EVT-0000132,DELIVERED,2026-08-15 20:22:51,ORD-000015,FU-000014,DEL-000011,STR-016,RID-000028,
EVT-0000154,RIDER_ASSIGNED,2026-08-15 20:23:00,ORD-000017,FU-000017,DEL-000013,STR-019,RID-000007,
EVT-0000151,PICKING_COMPLETED,2026-08-15 20:25:38,ORD-000017,FU-000017,,STR-019,,
EVT-0000152,PACKING_STARTED,2026-08-15 20:26:23,ORD-000017,FU-000017,,STR-019,,
EVT-0000155,RIDER_ARRIVED_AT_STORE,2026-08-15 20:27:00,ORD-000017,FU-000017,DEL-000013,STR-019,RID-000007,
EVT-0000153,PACKING_COMPLETED,2026-08-15 20:27:51,ORD-000017,FU-000017,,STR-019,,
EVT-0000156,PICKED_UP,2026-08-15 20:28:36,ORD-000017,FU-000017,DEL-000013,STR-019,RID-000007,
EVT-0000157,DELIVERY_STARTED,2026-08-15 20:29:26,ORD-000017,FU-000017,DEL-000013,STR-019,RID-000007,
EVT-0000411,ORDER_CREATED,2026-08-15 20:35:26,ORD-000041,,,,,
EVT-0000412,PAYMENT_SUCCESS,2026-08-15 20:36:04,ORD-000041,,,,,
EVT-0000158,DELIVERED,2026-08-15 20:36:22,ORD-000017,FU-000017,DEL-000013,STR-019,RID-000007,
EVT-0000413,STORE_ASSIGNED,2026-08-15 20:37:22,ORD-000041,FU-000041,,STR-016,,
EVT-0000368,ORDER_CREATED,2026-08-15 20:37:44,ORD-000036,,,,,
EVT-0000369,PAYMENT_SUCCESS,2026-08-15 20:37:55,ORD-000036,,,,,
EVT-0000414,PICKING_STARTED,2026-08-15 20:39:04,ORD-000041,FU-000041,,STR-016,,
EVT-0000370,STORE_ASSIGNED,2026-08-15 20:39:17,ORD-000036,FU-000037,,STR-004,,
EVT-0000371,PICKING_STARTED,2026-08-15 20:41:56,ORD-000036,FU-000037,,STR-004,,
EVT-0000418,RIDER_ASSIGNED,2026-08-15 20:42:00,ORD-000041,FU-000041,DEL-000037,STR-016,RID-000050,
EVT-0000375,RIDER_ASSIGNED,2026-08-15 20:45:00,ORD-000036,FU-000037,DEL-000033,STR-004,RID-000023,
EVT-0000372,PICKING_COMPLETED,2026-08-15 20:45:26,ORD-000036,FU-000037,,STR-004,,
EVT-0000373,PACKING_STARTED,2026-08-15 20:45:51,ORD-000036,FU-000037,,STR-004,,
EVT-0000415,PICKING_COMPLETED,2026-08-15 20:45:52,ORD-000041,FU-000041,,STR-016,,
EVT-0000419,RIDER_ARRIVED_AT_STORE,2026-08-15 20:46:00,ORD-000041,FU-000041,DEL-000037,STR-016,RID-000050,
EVT-0000416,PACKING_STARTED,2026-08-15 20:46:37,ORD-000041,FU-000041,,STR-016,,
EVT-0000376,RIDER_ARRIVED_AT_STORE,2026-08-15 20:48:00,ORD-000036,FU-000037,DEL-000033,STR-004,RID-000023,
EVT-0000374,PACKING_COMPLETED,2026-08-15 20:48:54,ORD-000036,FU-000037,,STR-004,,
EVT-0000377,PICKED_UP,2026-08-15 20:49:33,ORD-000036,FU-000037,DEL-000033,STR-004,RID-000023,
EVT-0000417,PACKING_COMPLETED,2026-08-15 20:49:59,ORD-000041,FU-000041,,STR-016,,
EVT-0000378,DELIVERY_STARTED,2026-08-15 20:50:36,ORD-000036,FU-000037,DEL-000033,STR-004,RID-000023,
EVT-0000420,PICKED_UP,2026-08-15 20:50:47,ORD-000041,FU-000041,DEL-000037,STR-016,RID-000050,
EVT-0000421,DELIVERY_STARTED,2026-08-15 20:51:52,ORD-000041,FU-000041,DEL-000037,STR-016,RID-000050,
EVT-0000379,DELIVERED,2026-08-15 20:55:38,ORD-000036,FU-000037,DEL-000033,STR-004,RID-000023,
EVT-0000422,DELIVERED,2026-08-15 20:56:23,ORD-000041,FU-000041,DEL-000037,STR-016,RID-000050,
EVT-0000974,ORDER_CREATED,2026-08-15 21:01:24,ORD-000095,,,,,
EVT-0000975,PAYMENT_SUCCESS,2026-08-15 21:01:50,ORD-000095,,,,,
EVT-0000976,STORE_ASSIGNED,2026-08-15 21:02:49,ORD-000095,FU-000093,,STR-001,,
EVT-0000986,STORE_ASSIGNED,2026-08-15 21:02:49,ORD-000095,FU-000094,,STR-018,,
EVT-0000987,PICKING_STARTED,2026-08-15 21:04:39,ORD-000095,FU-000094,,STR-018,,
EVT-0000977,PICKING_STARTED,2026-08-15 21:04:48,ORD-000095,FU-000093,,STR-001,,
EVT-0000981,RIDER_ASSIGNED,2026-08-15 21:07:00,ORD-000095,FU-000093,DEL-000085,STR-001,RID-000019,
EVT-0000991,RIDER_ASSIGNED,2026-08-15 21:08:00,ORD-000095,FU-000094,DEL-000086,STR-018,RID-000003,
EVT-0000992,RIDER_ARRIVED_AT_STORE,2026-08-15 21:09:00,ORD-000095,FU-000094,DEL-000086,STR-018,RID-000003,
EVT-0000982,RIDER_ARRIVED_AT_STORE,2026-08-15 21:10:00,ORD-000095,FU-000093,DEL-000085,STR-001,RID-000019,
EVT-0000978,PICKING_COMPLETED,2026-08-15 21:10:09,ORD-000095,FU-000093,,STR-001,,
EVT-0000988,PICKING_COMPLETED,2026-08-15 21:10:15,ORD-000095,FU-000094,,STR-018,,
EVT-0000979,PACKING_STARTED,2026-08-15 21:10:44,ORD-000095,FU-000093,,STR-001,,
EVT-0000989,PACKING_STARTED,2026-08-15 21:10:53,ORD-000095,FU-000094,,STR-018,,
EVT-0000980,PACKING_COMPLETED,2026-08-15 21:11:49,ORD-000095,FU-000093,,STR-001,,
EVT-0000983,PICKED_UP,2026-08-15 21:12:19,ORD-000095,FU-000093,DEL-000085,STR-001,RID-000019,
EVT-0000984,DELIVERY_STARTED,2026-08-15 21:12:43,ORD-000095,FU-000093,DEL-000085,STR-001,RID-000019,
EVT-0000990,PACKING_COMPLETED,2026-08-15 21:14:00,ORD-000095,FU-000094,,STR-018,,
EVT-0000993,PICKED_UP,2026-08-15 21:14:37,ORD-000095,FU-000094,DEL-000086,STR-018,RID-000003,
EVT-0000994,DELIVERY_STARTED,2026-08-15 21:15:16,ORD-000095,FU-000094,DEL-000086,STR-018,RID-000003,
EVT-0000985,DELIVERED,2026-08-15 21:17:28,ORD-000095,FU-000093,DEL-000085,STR-001,RID-000019,
EVT-0000995,DELIVERED,2026-08-15 21:24:13,ORD-000095,FU-000094,DEL-000086,STR-018,RID-000003,
EVT-0000257,ORDER_CREATED,2026-08-15 21:34:42,ORD-000027,,,,,
EVT-0000258,PAYMENT_SUCCESS,2026-08-15 21:34:54,ORD-000027,,,,,
EVT-0000259,STORE_ASSIGNED,2026-08-15 21:36:36,ORD-000027,FU-000027,,STR-010,,
EVT-0000260,PICKING_STARTED,2026-08-15 21:37:55,ORD-000027,FU-000027,,STR-010,,
EVT-0000264,RIDER_ASSIGNED,2026-08-15 21:40:00,ORD-000027,FU-000027,DEL-000023,STR-010,RID-000024,
EVT-0000261,PICKING_COMPLETED,2026-08-15 21:40:03,ORD-000027,FU-000027,,STR-010,,
EVT-0000262,PACKING_STARTED,2026-08-15 21:40:27,ORD-000027,FU-000027,,STR-010,,
EVT-0000265,RIDER_ARRIVED_AT_STORE,2026-08-15 21:41:00,ORD-000027,FU-000027,DEL-000023,STR-010,RID-000024,
EVT-0000263,PACKING_COMPLETED,2026-08-15 21:41:39,ORD-000027,FU-000027,,STR-010,,
EVT-0000266,PICKED_UP,2026-08-15 21:42:18,ORD-000027,FU-000027,DEL-000023,STR-010,RID-000024,
EVT-0000267,DELIVERY_STARTED,2026-08-15 21:43:17,ORD-000027,FU-000027,DEL-000023,STR-010,RID-000024,
EVT-0000709,ORDER_CREATED,2026-08-15 21:43:57,ORD-000072,,,,,
EVT-0000710,PAYMENT_SUCCESS,2026-08-15 21:44:26,ORD-000072,,,,,
